file,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
1597_0.txt,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.08730323,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00862835,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.068920374,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.4947003,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.25088063,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.08203466,0.00017119182,0.00017119182,0.00017119182,0.00017119182,0.00017119182
1905_0.txt,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.47211432,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.0075140567,0.00015411072,0.00015411072,0.0077981786,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.4465944,0.00015411072,0.0076450813,0.00015411072,0.00015411072,0.00015411072,0.00772907,0.007768144,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.03636406,0.00015411072,0.00015411072,0.00015411072,0.00015411072,0.00015411072
1146_0.txt,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.6930679,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.009404856,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.10436943,0.00018719795,0.00018719795,0.00018719795,0.029926298,0.0092996275,0.009434476,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.1364479,0.00018719795,0.00018719795,0.00018719795,0.00018719795,0.00018719795
1940_0.txt,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.9683812,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116,0.00064528116
1103_0.txt,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.7096899,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.1191176,0.0004767638,0.0004767638,0.14878462,0.0004767638,0.0004767638,0.0004767638,0.0004767638,0.0004767638
556_0.txt,0.00035104755,0.00035104755,0.00035104755,0.16356947,0.00035104755,0.7706368,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.04929451,0.00035104755,0.00035104755,0.00035104755,0.00035104755,0.00035104755
187_0.txt,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.6478014,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.16660841,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.050256763,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.1199826,0.00033371436,0.00033371436,0.00033371436,0.00033371436,0.00033371436
513_0.txt,0.00015417449,0.00015417449,0.0075513376,0.00015417449,0.008489136,0.49949968,0.00015417449,0.007859522,0.007783001,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.007773498,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.0073508914,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.34990075,0.00015417449,0.007749096,0.00015417449,0.051611356,0.00015417449,0.015599075,0.00015417449,0.00015417449,0.00015417449,0.022974094,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.00015417449,0.00015417449
981_0.txt,5.570467e-05,5.570467e-05,5.570467e-05,5.570467e-05,0.0032322917,0.5795489,0.002713339,5.570467e-05,5.570467e-05,0.009743293,5.570467e-05,0.013478598,5.570467e-05,5.570467e-05,5.570467e-05,5.570467e-05,5.570467e-05,5.570467e-05,5.570467e-05,5.570467e-05,5.570467e-05,0.0055423686,5.570467e-05,5.570467e-05,5.570467e-05,5.570467e-05,5.570467e-05,0.005718307,5.570467e-05,5.570467e-05,5.570467e-05,5.570467e-05,0.32597825,5.570467e-05,5.570467e-05,5.570467e-05,5.570467e-05,5.570467e-05,5.570467e-05,0.011477452,5.570467e-05,0.0027653135,5.570467e-05,5.570467e-05,0.032152306,5.570467e-05,5.570467e-05,5.570467e-05,0.005532811,5.570467e-05
90_0.txt,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.9694557,0.00028687724,0.00028687724,0.016774153,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724,0.00028687724
